mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__max_depth,param_regressor__min_samples_leaf,param_regressor__min_samples_split,param_regressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
64.55247249603272,37.66742675199445,0.5869966506958008,0.017950827789347885,10,2,2,100,"{'regressor__max_depth': 10, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 100}",0.9379725778779827,0.9411956558551285,0.9375338637111403,0.9309533094871877,0.9421643583612126,0.9379639530585303,0.003935009077270315,24
185.21382718086244,104.42361820580078,1.2260240077972413,0.02158619112087508,10,2,2,300,"{'regressor__max_depth': 10, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 300}",0.9381756209805711,0.9412750893184573,0.9376619316925998,0.9309957272407114,0.9421708076117907,0.9380558353688262,0.003932206200905073,19
33.52206773757935,24.651030951588304,0.4058688640594482,0.15189567461084913,10,2,5,100,"{'regressor__max_depth': 10, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 100}",0.9379810016297573,0.9411900444851187,0.9375415781636247,0.9309505921747184,0.9421579741100106,0.9379642381126458,0.003933532767345334,23
110.878045129776,70.01439732747009,0.9820965766906739,0.38803582386007646,10,2,5,300,"{'regressor__max_depth': 10, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 300}",0.9381845938727021,0.9412676480954163,0.9376611172684176,0.9309942631699577,0.942170352110446,0.9380555949033879,0.003931492636889465,20
64.44488310813904,33.839454335105145,0.9973191261291504,0.5084416902748409,20,1,2,100,"{'regressor__max_depth': 20, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 100}",0.9667208659006955,0.9795774848190961,0.9780063307089851,0.9772717236998592,0.9838189842640148,0.9770790778785301,0.005654340649935846,11
139.18324346542357,76.92469352374815,2.0193714618682863,1.1767280594959546,20,1,2,300,"{'regressor__max_depth': 20, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 300}",0.9671426914294413,0.9797206887484432,0.978175255441394,0.977432148003607,0.9839189170546391,0.9772779401355051,0.005542956185737281,9
30.121224451065064,16.266159326041635,0.4984539031982422,0.039723947347962064,20,1,5,100,"{'regressor__max_depth': 20, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 100}",0.9665889670622327,0.9794786352259924,0.9778009126010895,0.9773768240774579,0.9838036244152971,0.9770097926764139,0.005685165300967273,12
102.44303727149963,70.77697221948677,1.2276759624481202,0.10939465836086504,20,1,5,300,"{'regressor__max_depth': 20, 'regressor__min_samples_leaf': 1, 'regressor__min_samples_split': 5, 'regressor__n_estimators': 300}",0.9669889449162545,0.9796316569318292,0.9779659307712314,0.9775279883602199,0.9839011150184241,0.9772031271995919,0.005581715171189213,10
30.586628103256224,16.792315556029976,0.5137537479400635,0.05230153038047982,20,2,2,100,"{'regressor__max_depth': 20, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 100}",0.9660153198730186,0.9790969898553029,0.977377218034508,0.9771702444997273,0.9835558858051242,0.9766431316135362,0.0057892089968169585,15
184.99532189369202,178.25919035648735,2.393009328842163,1.519266068187987,20,2,2,300,"{'regressor__max_depth': 20, 'regressor__min_samples_leaf': 2, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 300}",0.9663928896868224,0.9792145100746349,0.9775035151898198,0.9773123597225759,0.983657468735404,0.9768161486818514,0.0056906734862615955,13
